position (epoch),absolute position (hh:mm:ss.ms),Default Staging Set ("stage")
1,23:35:33.000,W
2,23:36:03.000,W
3,23:36:33.000,W
4,23:37:03.000,W
5,23:37:33.000,W
6,23:38:03.000,W
7,23:38:33.000,W
8,23:39:03.000,W
9,23:39:33.000,W
10,23:40:03.000,W
11,23:40:33.000,W
12,23:41:03.000,W
13,23:41:33.000,W
14,23:42:03.000,W
15,23:42:33.000,W
16,23:43:03.000,W
17,23:43:33.000,W
18,23:44:03.000,N1
19,23:44:33.000,N1
20,23:45:03.000,N1
21,23:45:33.000,N1
22,23:46:03.000,W
23,23:46:33.000,W
24,23:47:03.000,N1
25,23:47:33.000,W
26,23:48:03.000,N1
27,23:48:33.000,N1
28,23:49:03.000,W
29,23:49:33.000,N1
30,23:50:03.000,W
31,23:50:33.000,N1
32,23:51:03.000,N1
33,23:51:33.000,N1
34,23:52:03.000,N1
35,23:52:33.000,N2
36,23:53:03.000,N1
37,23:53:33.000,N2
38,23:54:03.000,N1
39,23:54:33.000,N2
40,23:55:03.000,N1
41,23:55:33.000,N1
42,23:56:03.000,N2
43,23:56:33.000,N2
44,23:57:03.000,N2
45,23:57:33.000,N2
46,23:58:03.000,N2
47,23:58:33.000,N2
48,23:59:03.000,N2
49,23:59:33.000,N2
50,00:00:03.000,N2
51,00:00:33.000,N2
52,00:01:03.000,N2
53,00:01:33.000,N2
54,00:02:03.000,N1
55,00:02:33.000,N2
56,00:03:03.000,N2
57,00:03:33.000,N2
58,00:04:03.000,N2
59,00:04:33.000,N2
60,00:05:03.000,N2
61,00:05:33.000,N2
62,00:06:03.000,N2
63,00:06:33.000,N2
64,00:07:03.000,N2
65,00:07:33.000,N2
66,00:08:03.000,N2
67,00:08:33.000,N2
68,00:09:03.000,N2
69,00:09:33.000,N2
70,00:10:03.000,N2
71,00:10:33.000,N2
72,00:11:03.000,N2
73,00:11:33.000,N3
74,00:12:03.000,N3
75,00:12:33.000,N3
76,00:13:03.000,N3
77,00:13:33.000,N2
78,00:14:03.000,N3
79,00:14:33.000,N2
80,00:15:03.000,N2
81,00:15:33.000,N2
82,00:16:03.000,W
83,00:16:33.000,N1
84,00:17:03.000,N1
85,00:17:33.000,W
86,00:18:03.000,W
87,00:18:33.000,W
88,00:19:03.000,N1
89,00:19:33.000,N1
90,00:20:03.000,N1
91,00:20:33.000,W
92,00:21:03.000,W
93,00:21:33.000,N1
94,00:22:03.000,N1
95,00:22:33.000,W
96,00:23:03.000,W
97,00:23:33.000,N1
98,00:24:03.000,N1
99,00:24:33.000,W
100,00:25:03.000,N1
101,00:25:33.000,N1
102,00:26:03.000,N1
103,00:26:33.000,N2
104,00:27:03.000,N1
105,00:27:33.000,N1
106,00:28:03.000,N1
107,00:28:33.000,W
108,00:29:03.000,N1
109,00:29:33.000,W
110,00:30:03.000,W
111,00:30:33.000,W
112,00:31:03.000,W
113,00:31:33.000,W
114,00:32:03.000,W
115,00:32:33.000,W
116,00:33:03.000,W
117,00:33:33.000,W
118,00:34:03.000,W
119,00:34:33.000,W
120,00:35:03.000,W
121,00:35:33.000,W
122,00:36:03.000,W
123,00:36:33.000,W
124,00:37:03.000,W
125,00:37:33.000,W
126,00:38:03.000,W
127,00:38:33.000,W
128,00:39:03.000,W
129,00:39:33.000,W
130,00:40:03.000,W
131,00:40:33.000,W
132,00:41:03.000,W
133,00:41:33.000,W
134,00:42:03.000,W
135,00:42:33.000,W
136,00:43:03.000,W
137,00:43:33.000,W
138,00:44:03.000,W
139,00:44:33.000,W
140,00:45:03.000,W
141,00:45:33.000,W
142,00:46:03.000,W
143,00:46:33.000,W
144,00:47:03.000,W
145,00:47:33.000,N1
146,00:48:03.000,N1
147,00:48:33.000,N1
148,00:49:03.000,N2
149,00:49:33.000,W
150,00:50:03.000,N1
151,00:50:33.000,N1
152,00:51:03.000,N2
153,00:51:33.000,N1
154,00:52:03.000,N2
155,00:52:33.000,N2
156,00:53:03.000,N1
157,00:53:33.000,N1
158,00:54:03.000,N1
159,00:54:33.000,N2
160,00:55:03.000,N2
161,00:55:33.000,W
162,00:56:03.000,N1
163,00:56:33.000,N2
164,00:57:03.000,N2
165,00:57:33.000,N2
166,00:58:03.000,N2
167,00:58:33.000,N1
168,00:59:03.000,N2
169,00:59:33.000,N1
170,01:00:03.000,N1
171,01:00:33.000,W
172,01:01:03.000,N1
173,01:01:33.000,W
174,01:02:03.000,N1
175,01:02:33.000,N1
176,01:03:03.000,N2
177,01:03:33.000,N2
178,01:04:03.000,N2
179,01:04:33.000,N2
180,01:05:03.000,N2
181,01:05:33.000,N2
182,01:06:03.000,N2
183,01:06:33.000,W
184,01:07:03.000,N1
185,01:07:33.000,N2
186,01:08:03.000,N1
187,01:08:33.000,N1
188,01:09:03.000,W
189,01:09:33.000,W
190,01:10:03.000,N1
191,01:10:33.000,W
192,01:11:03.000,N1
193,01:11:33.000,W
194,01:12:03.000,W
195,01:12:33.000,W
196,01:13:03.000,W
197,01:13:33.000,N1
198,01:14:03.000,N1
