position (epoch),absolute position (hh:mm:ss.ms),Default Staging Set ("stage")
1,22:20:19.000,W
2,22:20:49.000,W
3,22:21:19.000,W
4,22:21:49.000,W
5,22:22:19.000,W
6,22:22:49.000,N1
7,22:23:19.000,W
8,22:23:49.000,N1
9,22:24:19.000,N1
10,22:24:49.000,N1
11,22:25:19.000,N1
12,22:25:49.000,N1
13,22:26:19.000,N2
14,22:26:49.000,N1
15,22:27:19.000,N1
16,22:27:49.000,N2
17,22:28:19.000,N2
18,22:28:49.000,N1
19,22:29:19.000,N2
20,22:29:49.000,N1
21,22:30:19.000,N2
22,22:30:49.000,N1
23,22:31:19.000,N1
24,22:31:49.000,N1
25,22:32:19.000,N2
26,22:32:49.000,N1
27,22:33:19.000,N1
28,22:33:49.000,N2
29,22:34:19.000,N1
30,22:34:49.000,N2
31,22:35:19.000,N1
32,22:35:49.000,N2
33,22:36:19.000,N2
34,22:36:49.000,N1
35,22:37:19.000,N2
36,22:37:49.000,N1
37,22:38:19.000,N2
38,22:38:49.000,N1
39,22:39:19.000,N2
40,22:39:49.000,N1
41,22:40:19.000,N1
42,22:40:49.000,N2
43,22:41:19.000,N2
44,22:41:49.000,N1
45,22:42:19.000,N2
46,22:42:49.000,N2
47,22:43:19.000,N2
48,22:43:49.000,N1
49,22:44:19.000,N1
50,22:44:49.000,N2
51,22:45:19.000,N1
52,22:45:49.000,N2
53,22:46:19.000,N1
54,22:46:49.000,N2
55,22:47:19.000,N2
56,22:47:49.000,N2
57,22:48:19.000,N1
58,22:48:49.000,N1
59,22:49:19.000,N1
60,22:49:49.000,N2
61,22:50:19.000,N1
62,22:50:49.000,N1
63,22:51:19.000,N2
64,22:51:49.000,N1
65,22:52:19.000,N2
66,22:52:49.000,N1
67,22:53:19.000,N2
68,22:53:49.000,N2
69,22:54:19.000,N2
70,22:54:49.000,N1
71,22:55:19.000,N2
72,22:55:49.000,N2
73,22:56:19.000,N1
74,22:56:49.000,N1
75,22:57:19.000,N2
76,22:57:49.000,N1
77,22:58:19.000,N2
78,22:58:49.000,N2
79,22:59:19.000,N2
80,22:59:49.000,N2
81,23:00:19.000,N1
82,23:00:49.000,N1
83,23:01:19.000,N1
84,23:01:49.000,N1
85,23:02:19.000,N1
86,23:02:49.000,N1
87,23:03:19.000,N1
88,23:03:49.000,N1
89,23:04:19.000,N1
90,23:04:49.000,N1
91,23:05:19.000,N2
92,23:05:49.000,N1
93,23:06:19.000,N2
94,23:06:49.000,N1
95,23:07:19.000,N1
96,23:07:49.000,N1
97,23:08:19.000,N2
98,23:08:49.000,N1
99,23:09:19.000,N2
100,23:09:49.000,N2
101,23:10:19.000,N2
102,23:10:49.000,N2
103,23:11:19.000,N1
104,23:11:49.000,N2
105,23:12:19.000,N1
106,23:12:49.000,N2
107,23:13:19.000,N1
108,23:13:49.000,N1
109,23:14:19.000,N1
110,23:14:49.000,N1
111,23:15:19.000,N1
112,23:15:49.000,N1
113,23:16:19.000,N1
114,23:16:49.000,N2
115,23:17:19.000,N1
116,23:17:49.000,N1
117,23:18:19.000,N1
118,23:18:49.000,N2
119,23:19:19.000,N1
120,23:19:49.000,N1
121,23:20:19.000,N1
122,23:20:49.000,N2
123,23:21:19.000,N1
124,23:21:49.000,N2
125,23:22:19.000,N2
126,23:22:49.000,N1
127,23:23:19.000,N2
128,23:23:49.000,N2
129,23:24:19.000,N1
130,23:24:49.000,N1
131,23:25:19.000,N2
132,23:25:49.000,N1
133,23:26:19.000,N1
134,23:26:49.000,N1
135,23:27:19.000,N2
136,23:27:49.000,N1
137,23:28:19.000,N2
138,23:28:49.000,N1
139,23:29:19.000,N2
140,23:29:49.000,N2
141,23:30:19.000,N1
142,23:30:49.000,N1
143,23:31:19.000,N1
144,23:31:49.000,N2
145,23:32:19.000,N1
146,23:32:49.000,N2
147,23:33:19.000,R
148,23:33:49.000,N1
149,23:34:19.000,R
150,23:34:49.000,R
151,23:35:19.000,N1
152,23:35:49.000,N1
153,23:36:19.000,R
154,23:36:49.000,R
155,23:37:19.000,R
156,23:37:49.000,N1
157,23:38:19.000,N1
158,23:38:49.000,N1
159,23:39:19.000,N1
160,23:39:49.000,N1
161,23:40:19.000,N1
162,23:40:49.000,N1
163,23:41:19.000,N1
164,23:41:49.000,R
165,23:42:19.000,R
166,23:42:49.000,N1
167,23:43:19.000,N1
168,23:43:49.000,N1
169,23:44:19.000,N1
170,23:44:49.000,N1
171,23:45:19.000,N1
172,23:45:49.000,N1
173,23:46:19.000,N1
174,23:46:49.000,N2
175,23:47:19.000,N2
176,23:47:49.000,N1
177,23:48:19.000,N1
178,23:48:49.000,N2
179,23:49:19.000,N1
180,23:49:49.000,N2
181,23:50:19.000,N1
182,23:50:49.000,N1
183,23:51:19.000,N1
184,23:51:49.000,N1
185,23:52:19.000,N1
186,23:52:49.000,N1
187,23:53:19.000,N1
188,23:53:49.000,N2
189,23:54:19.000,N1
190,23:54:49.000,N1
191,23:55:19.000,N1
192,23:55:49.000,N1
193,23:56:19.000,N2
194,23:56:49.000,N2
195,23:57:19.000,N1
196,23:57:49.000,N1
197,23:58:19.000,N1
198,23:58:49.000,N1
199,23:59:19.000,N1
200,23:59:49.000,N2
201,00:00:19.000,N1
202,00:00:49.000,N2
203,00:01:19.000,N1
204,00:01:49.000,N1
205,00:02:19.000,N1
206,00:02:49.000,N1
207,00:03:19.000,N1
208,00:03:49.000,N1
209,00:04:19.000,N1
210,00:04:49.000,N2
211,00:05:19.000,N1
212,00:05:49.000,N2
213,00:06:19.000,N1
214,00:06:49.000,N1
215,00:07:19.000,N2
216,00:07:49.000,N1
217,00:08:19.000,N1
218,00:08:49.000,N1
219,00:09:19.000,N1
220,00:09:49.000,N1
221,00:10:19.000,N1
222,00:10:49.000,N1
223,00:11:19.000,N1
224,00:11:49.000,N2
225,00:12:19.000,N1
226,00:12:49.000,N2
227,00:13:19.000,N1
228,00:13:49.000,N1
229,00:14:19.000,N1
230,00:14:49.000,N2
231,00:15:19.000,N1
232,00:15:49.000,N1
233,00:16:19.000,N1
234,00:16:49.000,N1
235,00:17:19.000,N1
236,00:17:49.000,N1
237,00:18:19.000,N2
238,00:18:49.000,N1
239,00:19:19.000,N1
240,00:19:49.000,N2
241,00:20:19.000,N1
242,00:20:49.000,N2
243,00:21:19.000,N1
244,00:21:49.000,N1
245,00:22:19.000,N1
246,00:22:49.000,N1
247,00:23:19.000,N1
248,00:23:49.000,N2
249,00:24:19.000,N1
250,00:24:49.000,N2
251,00:25:19.000,N1
252,00:25:49.000,N2
253,00:26:19.000,N2
254,00:26:49.000,N1
255,00:27:19.000,N2
256,00:27:49.000,N1
257,00:28:19.000,N2
258,00:28:49.000,N1
259,00:29:19.000,N2
260,00:29:49.000,N2
261,00:30:19.000,N1
262,00:30:49.000,N1
263,00:31:19.000,N1
264,00:31:49.000,N2
265,00:32:19.000,N2
266,00:32:49.000,N2
267,00:33:19.000,N2
268,00:33:49.000,N1
269,00:34:19.000,N1
270,00:34:49.000,N1
271,00:35:19.000,N2
272,00:35:49.000,N1
273,00:36:19.000,N2
274,00:36:49.000,N1
275,00:37:19.000,N1
276,00:37:49.000,N1
277,00:38:19.000,N1
278,00:38:49.000,N2
279,00:39:19.000,N1
280,00:39:49.000,N1
281,00:40:19.000,N1
282,00:40:49.000,N1
283,00:41:19.000,N1
284,00:41:49.000,N1
285,00:42:19.000,N1
286,00:42:49.000,N1
287,00:43:19.000,N1
288,00:43:49.000,N2
289,00:44:19.000,N1
290,00:44:49.000,N1
291,00:45:19.000,N1
292,00:45:49.000,N1
293,00:46:19.000,N1
294,00:46:49.000,N1
295,00:47:19.000,N1
296,00:47:49.000,N1
297,00:48:19.000,N1
298,00:48:49.000,N2
299,00:49:19.000,N1
300,00:49:49.000,N1
301,00:50:19.000,N1
302,00:50:49.000,N1
303,00:51:19.000,N2
304,00:51:49.000,N1
305,00:52:19.000,N1
306,00:52:49.000,N1
307,00:53:19.000,N2
308,00:53:49.000,N2
309,00:54:19.000,N1
310,00:54:49.000,N2
311,00:55:19.000,N1
312,00:55:49.000,N2
313,00:56:19.000,N2
314,00:56:49.000,N1
315,00:57:19.000,N2
316,00:57:49.000,N1
317,00:58:19.000,N1
318,00:58:49.000,N1
319,00:59:19.000,N1
320,00:59:49.000,N2
321,01:00:19.000,N1
322,01:00:49.000,N2
323,01:01:19.000,N1
324,01:01:49.000,N1
