position (epoch),absolute position (hh:mm:ss.ms),Default Staging Set ("stage")
1,21:00:28.000,W
2,21:00:58.000,W
3,21:01:28.000,W
4,21:01:58.000,W
5,21:02:28.000,W
6,21:02:58.000,W
7,21:03:28.000,W
8,21:03:58.000,W
9,21:04:28.000,W
10,21:04:58.000,W
11,21:05:28.000,N1
12,21:05:58.000,N1
13,21:06:28.000,N1
14,21:06:58.000,N2
15,21:07:28.000,W
16,21:07:58.000,N1
17,21:08:28.000,N1
18,21:08:58.000,N2
19,21:09:28.000,W
20,21:09:58.000,N1
21,21:10:28.000,N2
22,21:10:58.000,N2
23,21:11:28.000,N2
24,21:11:58.000,N2
25,21:12:28.000,N2
26,21:12:58.000,N2
27,21:13:28.000,N2
28,21:13:58.000,N2
29,21:14:28.000,N2
30,21:14:58.000,N1
31,21:15:28.000,N1
32,21:15:58.000,N2
33,21:16:28.000,N1
34,21:16:58.000,N1
35,21:17:28.000,N1
36,21:17:58.000,N2
37,21:18:28.000,N1
38,21:18:58.000,N2
39,21:19:28.000,N1
40,21:19:58.000,N2
41,21:20:28.000,N2
42,21:20:58.000,N1
43,21:21:28.000,N1
44,21:21:58.000,N2
45,21:22:28.000,N2
46,21:22:58.000,N2
47,21:23:28.000,N2
48,21:23:58.000,N2
49,21:24:28.000,N2
50,21:24:58.000,N2
51,21:25:28.000,N2
52,21:25:58.000,N2
53,21:26:28.000,N1
54,21:26:58.000,N2
55,21:27:28.000,N1
56,21:27:58.000,N2
57,21:28:28.000,N2
58,21:28:58.000,N1
59,21:29:28.000,N2
60,21:29:58.000,N1
61,21:30:28.000,N2
62,21:30:58.000,N2
63,21:31:28.000,N2
64,21:31:58.000,N1
65,21:32:28.000,N2
66,21:32:58.000,N2
67,21:33:28.000,N1
68,21:33:58.000,N2
69,21:34:28.000,N2
70,21:34:58.000,N1
71,21:35:28.000,N2
72,21:35:58.000,N2
73,21:36:28.000,N2
74,21:36:58.000,N2
75,21:37:28.000,N3
76,21:37:58.000,N3
77,21:38:28.000,N3
78,21:38:58.000,N3
79,21:39:28.000,N3
80,21:39:58.000,N2
81,21:40:28.000,N3
82,21:40:58.000,N2
83,21:41:28.000,N1
84,21:41:58.000,N2
85,21:42:28.000,N2
86,21:42:58.000,N1
