position (epoch),absolute position (hh:mm:ss.ms),Default Staging Set ("stage")
1,01:18:06.000,W
2,01:18:36.000,N1
3,01:19:06.000,N1
4,01:19:36.000,N2
5,01:20:06.000,N2
6,01:20:36.000,N2
7,01:21:06.000,N2
8,01:21:36.000,N2
9,01:22:06.000,N2
10,01:22:36.000,N2
11,01:23:06.000,N2
12,01:23:36.000,N2
13,01:24:06.000,N2
14,01:24:36.000,N2
15,01:25:06.000,N2
16,01:25:36.000,N2
17,01:26:06.000,N2
18,01:26:36.000,N2
19,01:27:06.000,N2
20,01:27:36.000,N2
21,01:28:06.000,N2
22,01:28:36.000,N2
23,01:29:06.000,N2
24,01:29:36.000,N2
25,01:30:06.000,N2
26,01:30:36.000,N2
27,01:31:06.000,N2
28,01:31:36.000,N3
29,01:32:06.000,N2
30,01:32:36.000,N2
31,01:33:06.000,N2
32,01:33:36.000,N2
33,01:34:06.000,N2
34,01:34:36.000,N2
35,01:35:06.000,N2
36,01:35:36.000,N2
37,01:36:06.000,N3
38,01:36:36.000,N2
39,01:37:06.000,N3
40,01:37:36.000,N2
41,01:38:06.000,N3
42,01:38:36.000,N2
43,01:39:06.000,N2
44,01:39:36.000,N3
45,01:40:06.000,N2
46,01:40:36.000,N2
47,01:41:06.000,N2
48,01:41:36.000,N1
49,01:42:06.000,N2
50,01:42:36.000,N2
51,01:43:06.000,N1
52,01:43:36.000,N2
53,01:44:06.000,N2
54,01:44:36.000,N2
55,01:45:06.000,N2
56,01:45:36.000,N2
57,01:46:06.000,N2
58,01:46:36.000,N2
59,01:47:06.000,N2
60,01:47:36.000,N2
61,01:48:06.000,N2
62,01:48:36.000,N2
63,01:49:06.000,N2
64,01:49:36.000,N2
65,01:50:06.000,N2
66,01:50:36.000,N2
67,01:51:06.000,N2
68,01:51:36.000,N2
69,01:52:06.000,N2
70,01:52:36.000,N2
71,01:53:06.000,N2
72,01:53:36.000,N3
73,01:54:06.000,N2
74,01:54:36.000,N2
75,01:55:06.000,N2
76,01:55:36.000,N2
77,01:56:06.000,N2
78,01:56:36.000,N2
79,01:57:06.000,N1
80,01:57:36.000,N2
81,01:58:06.000,N2
82,01:58:36.000,N1
83,01:59:06.000,N2
84,01:59:36.000,N1
85,02:00:06.000,N2
86,02:00:36.000,N1
87,02:01:06.000,N2
88,02:01:36.000,N2
89,02:02:06.000,N1
90,02:02:36.000,N2
91,02:03:06.000,N1
92,02:03:36.000,N2
93,02:04:06.000,N2
94,02:04:36.000,N1
95,02:05:06.000,N2
96,02:05:36.000,N1
97,02:06:06.000,N2
98,02:06:36.000,N1
99,02:07:06.000,N2
100,02:07:36.000,N1
101,02:08:06.000,N2
102,02:08:36.000,N1
103,02:09:06.000,N2
104,02:09:36.000,N1
105,02:10:06.000,N1
106,02:10:36.000,N2
107,02:11:06.000,N2
108,02:11:36.000,N2
109,02:12:06.000,N2
110,02:12:36.000,N2
111,02:13:06.000,N2
112,02:13:36.000,N2
113,02:14:06.000,N1
114,02:14:36.000,N2
115,02:15:06.000,N2
116,02:15:36.000,N2
117,02:16:06.000,N2
118,02:16:36.000,N2
119,02:17:06.000,N2
120,02:17:36.000,N1
121,02:18:06.000,N2
122,02:18:36.000,N1
123,02:19:06.000,N2
124,02:19:36.000,N1
125,02:20:06.000,N2
126,02:20:36.000,N1
127,02:21:06.000,N2
128,02:21:36.000,N2
129,02:22:06.000,N2
130,02:22:36.000,N2
131,02:23:06.000,N1
132,02:23:36.000,N2
133,02:24:06.000,N1
134,02:24:36.000,N2
135,02:25:06.000,N2
136,02:25:36.000,N1
137,02:26:06.000,N2
138,02:26:36.000,N2
139,02:27:06.000,N2
140,02:27:36.000,N2
141,02:28:06.000,N1
142,02:28:36.000,N2
143,02:29:06.000,N2
144,02:29:36.000,N2
145,02:30:06.000,N1
146,02:30:36.000,N2
147,02:31:06.000,N2
148,02:31:36.000,N2
149,02:32:06.000,N1
150,02:32:36.000,N1
151,02:33:06.000,N1
152,02:33:36.000,N2
153,02:34:06.000,N2
154,02:34:36.000,N2
155,02:35:06.000,N2
156,02:35:36.000,N1
157,02:36:06.000,N2
158,02:36:36.000,N1
159,02:37:06.000,N2
160,02:37:36.000,N1
161,02:38:06.000,N2
162,02:38:36.000,N1
163,02:39:06.000,N2
164,02:39:36.000,N1
165,02:40:06.000,N2
166,02:40:36.000,N1
167,02:41:06.000,N2
168,02:41:36.000,N2
169,02:42:06.000,N2
170,02:42:36.000,N1
171,02:43:06.000,N2
172,02:43:36.000,N2
173,02:44:06.000,N2
174,02:44:36.000,N2
175,02:45:06.000,N1
176,02:45:36.000,N1
177,02:46:06.000,N2
178,02:46:36.000,N1
179,02:47:06.000,N2
180,02:47:36.000,R
181,02:48:06.000,R
182,02:48:36.000,R
183,02:49:06.000,R
184,02:49:36.000,R
185,02:50:06.000,R
186,02:50:36.000,R
187,02:51:06.000,R
188,02:51:36.000,R
189,02:52:06.000,R
190,02:52:36.000,R
191,02:53:06.000,R
192,02:53:36.000,R
193,02:54:06.000,R
194,02:54:36.000,R
195,02:55:06.000,R
196,02:55:36.000,R
197,02:56:06.000,R
198,02:56:36.000,R
199,02:57:06.000,R
200,02:57:36.000,R
201,02:58:06.000,R
202,02:58:36.000,R
203,02:59:06.000,R
204,02:59:36.000,R
205,03:00:06.000,R
206,03:00:36.000,R
207,03:01:06.000,R
208,03:01:36.000,R
209,03:02:06.000,N1
210,03:02:36.000,N1
211,03:03:06.000,N1
212,03:03:36.000,N1
213,03:04:06.000,R
214,03:04:36.000,R
215,03:05:06.000,R
216,03:05:36.000,R
217,03:06:06.000,R
218,03:06:36.000,R
219,03:07:06.000,R
220,03:07:36.000,N1
221,03:08:06.000,N1
222,03:08:36.000,N1
223,03:09:06.000,N1
224,03:09:36.000,R
225,03:10:06.000,R
226,03:10:36.000,R
227,03:11:06.000,R
228,03:11:36.000,R
229,03:12:06.000,R
230,03:12:36.000,R
231,03:13:06.000,R
232,03:13:36.000,R
233,03:14:06.000,R
234,03:14:36.000,R
235,03:15:06.000,R
236,03:15:36.000,R
237,03:16:06.000,R
238,03:16:36.000,R
239,03:17:06.000,R
240,03:17:36.000,R
241,03:18:06.000,R
242,03:18:36.000,R
243,03:19:06.000,R
244,03:19:36.000,R
245,03:20:06.000,R
246,03:20:36.000,R
247,03:21:06.000,R
248,03:21:36.000,R
249,03:22:06.000,R
250,03:22:36.000,N1
251,03:23:06.000,N1
252,03:23:36.000,N1
253,03:24:06.000,N1
254,03:24:36.000,N1
255,03:25:06.000,N1
256,03:25:36.000,R
257,03:26:06.000,R
258,03:26:36.000,N1
259,03:27:06.000,N1
260,03:27:36.000,N1
261,03:28:06.000,N1
262,03:28:36.000,N1
263,03:29:06.000,N1
264,03:29:36.000,N1
265,03:30:06.000,N1
266,03:30:36.000,N1
267,03:31:06.000,N1
268,03:31:36.000,R
269,03:32:06.000,R
270,03:32:36.000,R
271,03:33:06.000,R
