position (epoch),absolute position (hh:mm:ss.ms),Default Staging Set ("stage")
1,22:12:15.000,W
2,22:12:45.000,W
3,22:13:15.000,W
4,22:13:45.000,W
5,22:14:15.000,W
6,22:14:45.000,W
7,22:15:15.000,W
8,22:15:45.000,W
9,22:16:15.000,W
10,22:16:45.000,W
11,22:17:15.000,W
12,22:17:45.000,W
13,22:18:15.000,W
14,22:18:45.000,W
15,22:19:15.000,W
16,22:19:45.000,W
17,22:20:15.000,W
18,22:20:45.000,W
19,22:21:15.000,W
20,22:21:45.000,W
21,22:22:15.000,W
22,22:22:45.000,W
23,22:23:15.000,W
24,22:23:45.000,W
25,22:24:15.000,W
26,22:24:45.000,W
27,22:25:15.000,W
28,22:25:45.000,W
29,22:26:15.000,W
30,22:26:45.000,W
31,22:27:15.000,W
32,22:27:45.000,W
33,22:28:15.000,W
34,22:28:45.000,W
35,22:29:15.000,W
36,22:29:45.000,W
37,22:30:15.000,W
38,22:30:45.000,W
39,22:31:15.000,W
40,22:31:45.000,W
41,22:32:15.000,W
42,22:32:45.000,W
43,22:33:15.000,W
44,22:33:45.000,W
45,22:34:15.000,W
46,22:34:45.000,W
47,22:35:15.000,W
48,22:35:45.000,W
49,22:36:15.000,W
50,22:36:45.000,W
51,22:37:15.000,W
52,22:37:45.000,W
53,22:38:15.000,W
54,22:38:45.000,W
55,22:39:15.000,W
56,22:39:45.000,W
57,22:40:15.000,W
58,22:40:45.000,W
59,22:41:15.000,W
60,22:41:45.000,W
61,22:42:15.000,W
62,22:42:45.000,W
63,22:43:15.000,W
64,22:43:45.000,W
65,22:44:15.000,W
66,22:44:45.000,W
67,22:45:15.000,W
68,22:45:45.000,W
69,22:46:15.000,W
70,22:46:45.000,W
71,22:47:15.000,W
72,22:47:45.000,W
73,22:48:15.000,W
74,22:48:45.000,W
75,22:49:15.000,W
76,22:49:45.000,W
77,22:50:15.000,W
78,22:50:45.000,W
79,22:51:15.000,W
80,22:51:45.000,W
81,22:52:15.000,W
82,22:52:45.000,W
83,22:53:15.000,W
84,22:53:45.000,W
85,22:54:15.000,W
86,22:54:45.000,W
87,22:55:15.000,W
88,22:55:45.000,W
89,22:56:15.000,W
90,22:56:45.000,W
91,22:57:15.000,W
92,22:57:45.000,W
93,22:58:15.000,W
94,22:58:45.000,W
95,22:59:15.000,W
96,22:59:45.000,W
97,23:00:15.000,W
98,23:00:45.000,W
99,23:01:15.000,W
100,23:01:45.000,W
101,23:02:15.000,W
102,23:02:45.000,W
103,23:03:15.000,W
104,23:03:45.000,W
105,23:04:15.000,W
106,23:04:45.000,W
107,23:05:15.000,N1
108,23:05:45.000,N1
109,23:06:15.000,N1
110,23:06:45.000,N1
111,23:07:15.000,N2
112,23:07:45.000,N2
113,23:08:15.000,N2
114,23:08:45.000,N2
115,23:09:15.000,N1
116,23:09:45.000,N1
117,23:10:15.000,N2
118,23:10:45.000,N2
119,23:11:15.000,N2
120,23:11:45.000,N2
121,23:12:15.000,N2
122,23:12:45.000,N2
123,23:13:15.000,N1
