position (epoch),absolute position (hh:mm:ss.ms),Default Staging Set ("stage")
1,22:28:13.000,W
2,22:28:43.000,W
3,22:29:13.000,W
4,22:29:43.000,W
5,22:30:13.000,N1
6,22:30:43.000,N1
7,22:31:13.000,N1
8,22:31:43.000,N1
9,22:32:13.000,N2
10,22:32:43.000,N2
11,22:33:13.000,W
12,22:33:43.000,N1
13,22:34:13.000,N2
14,22:34:43.000,N2
15,22:35:13.000,N1
16,22:35:43.000,N2
17,22:36:13.000,N2
18,22:36:43.000,N2
19,22:37:13.000,N2
20,22:37:43.000,N2
21,22:38:13.000,N2
22,22:38:43.000,N2
23,22:39:13.000,N2
24,22:39:43.000,N2
25,22:40:13.000,N2
26,22:40:43.000,N2
27,22:41:13.000,N2
28,22:41:43.000,N2
29,22:42:13.000,N2
30,22:42:43.000,N2
31,22:43:13.000,N2
32,22:43:43.000,N2
33,22:44:13.000,N2
34,22:44:43.000,N1
35,22:45:13.000,N2
36,22:45:43.000,N2
37,22:46:13.000,N2
38,22:46:43.000,N2
39,22:47:13.000,N2
40,22:47:43.000,N2
41,22:48:13.000,N2
42,22:48:43.000,N2
43,22:49:13.000,N2
44,22:49:43.000,N2
45,22:50:13.000,N1
46,22:50:43.000,N2
47,22:51:13.000,N2
48,22:51:43.000,N2
49,22:52:13.000,N2
50,22:52:43.000,N2
51,22:53:13.000,N2
52,22:53:43.000,N2
53,22:54:13.000,N2
54,22:54:43.000,W
55,22:55:13.000,W
56,22:55:43.000,N1
57,22:56:13.000,N1
58,22:56:43.000,N1
59,22:57:13.000,N2
60,22:57:43.000,N2
61,22:58:13.000,N2
62,22:58:43.000,N2
63,22:59:13.000,N2
64,22:59:43.000,N2
65,23:00:13.000,N2
66,23:00:43.000,N2
67,23:01:13.000,N2
68,23:01:43.000,W
69,23:02:13.000,W
70,23:02:43.000,N1
71,23:03:13.000,N2
72,23:03:43.000,N2
73,23:04:13.000,W
74,23:04:43.000,N1
75,23:05:13.000,N2
76,23:05:43.000,N1
77,23:06:13.000,W
78,23:06:43.000,N1
79,23:07:13.000,N2
80,23:07:43.000,N2
81,23:08:13.000,N1
82,23:08:43.000,N1
83,23:09:13.000,N2
84,23:09:43.000,N1
85,23:10:13.000,N2
86,23:10:43.000,W
87,23:11:13.000,N1
88,23:11:43.000,N1
89,23:12:13.000,N2
90,23:12:43.000,W
91,23:13:13.000,N1
92,23:13:43.000,N1
93,23:14:13.000,N2
94,23:14:43.000,N2
95,23:15:13.000,N2
96,23:15:43.000,N1
97,23:16:13.000,N2
98,23:16:43.000,N1
99,23:17:13.000,N1
100,23:17:43.000,N2
101,23:18:13.000,N1
102,23:18:43.000,N1
103,23:19:13.000,N2
104,23:19:43.000,N1
105,23:20:13.000,N1
106,23:20:43.000,N2
107,23:21:13.000,N1
108,23:21:43.000,W
109,23:22:13.000,N1
110,23:22:43.000,N2
111,23:23:13.000,W
112,23:23:43.000,W
113,23:24:13.000,W
114,23:24:43.000,W
115,23:25:13.000,W
116,23:25:43.000,W
117,23:26:13.000,W
118,23:26:43.000,W
119,23:27:13.000,W
120,23:27:43.000,W
