position (epoch),absolute position (hh:mm:ss.ms),Default Staging Set ("stage")
1,21:37:00.000,W
2,21:37:30.000,W
3,21:38:00.000,W
4,21:38:30.000,W
5,21:39:00.000,N1
6,21:39:30.000,N1
7,21:40:00.000,N1
8,21:40:30.000,N1
9,21:41:00.000,N1
10,21:41:30.000,N1
11,21:42:00.000,N1
12,21:42:30.000,N1
13,21:43:00.000,N1
14,21:43:30.000,N1
15,21:44:00.000,N1
16,21:44:30.000,N1
17,21:45:00.000,N1
18,21:45:30.000,N1
19,21:46:00.000,N1
20,21:46:30.000,N1
21,21:47:00.000,N1
22,21:47:30.000,N1
23,21:48:00.000,N1
24,21:48:30.000,N2
25,21:49:00.000,N1
26,21:49:30.000,N1
27,21:50:00.000,N2
28,21:50:30.000,W
29,21:51:00.000,N1
30,21:51:30.000,N1
31,21:52:00.000,N2
32,21:52:30.000,N1
33,21:53:00.000,W
34,21:53:30.000,W
35,21:54:00.000,W
36,21:54:30.000,W
37,21:55:00.000,W
38,21:55:30.000,W
39,21:56:00.000,W
40,21:56:30.000,W
41,21:57:00.000,W
42,21:57:30.000,W
43,21:58:00.000,W
44,21:58:30.000,W
45,21:59:00.000,W
46,21:59:30.000,W
47,22:00:00.000,W
48,22:00:30.000,W
49,22:01:00.000,W
50,22:01:30.000,W
51,22:02:00.000,W
52,22:02:30.000,W
53,22:03:00.000,W
54,22:03:30.000,W
55,22:04:00.000,W
56,22:04:30.000,W
57,22:05:00.000,W
58,22:05:30.000,W
59,22:06:00.000,W
60,22:06:30.000,W
61,22:07:00.000,W
62,22:07:30.000,W
63,22:08:00.000,W
64,22:08:30.000,W
65,22:09:00.000,W
66,22:09:30.000,W
67,22:10:00.000,W
68,22:10:30.000,W
69,22:11:00.000,W
70,22:11:30.000,W
71,22:12:00.000,W
72,22:12:30.000,W
73,22:13:00.000,W
74,22:13:30.000,W
75,22:14:00.000,W
76,22:14:30.000,W
77,22:15:00.000,W
78,22:15:30.000,W
79,22:16:00.000,W
80,22:16:30.000,W
81,22:17:00.000,W
82,22:17:30.000,W
83,22:18:00.000,W
84,22:18:30.000,W
85,22:19:00.000,W
