position (epoch),absolute position (hh:mm:ss.ms),Default Staging Set ("stage")
1,22:39:34.000,W
2,22:40:04.000,W
3,22:40:34.000,W
4,22:41:04.000,W
5,22:41:34.000,N1
6,22:42:04.000,N1
7,22:42:34.000,W
8,22:43:04.000,W
9,22:43:34.000,W
10,22:44:04.000,W
11,22:44:34.000,W
12,22:45:04.000,N1
13,22:45:34.000,N1
14,22:46:04.000,N2
15,22:46:34.000,W
16,22:47:04.000,N1
17,22:47:34.000,N1
18,22:48:04.000,N2
19,22:48:34.000,N2
20,22:49:04.000,N1
21,22:49:34.000,N1
22,22:50:04.000,N2
23,22:50:34.000,N2
24,22:51:04.000,N1
25,22:51:34.000,N2
26,22:52:04.000,N2
27,22:52:34.000,N2
28,22:53:04.000,N2
29,22:53:34.000,N2
30,22:54:04.000,N1
31,22:54:34.000,N1
32,22:55:04.000,N2
33,22:55:34.000,N2
34,22:56:04.000,N1
35,22:56:34.000,N2
36,22:57:04.000,N2
37,22:57:34.000,N2
38,22:58:04.000,N2
39,22:58:34.000,W
40,22:59:04.000,W
41,22:59:34.000,N1
42,23:00:04.000,N2
43,23:00:34.000,N2
44,23:01:04.000,N2
45,23:01:34.000,N2
46,23:02:04.000,N2
47,23:02:34.000,N2
48,23:03:04.000,N2
49,23:03:34.000,N2
50,23:04:04.000,N1
51,23:04:34.000,N2
52,23:05:04.000,N2
53,23:05:34.000,N1
54,23:06:04.000,N2
55,23:06:34.000,N2
56,23:07:04.000,N2
57,23:07:34.000,N2
58,23:08:04.000,N2
59,23:08:34.000,N2
60,23:09:04.000,W
61,23:09:34.000,N1
62,23:10:04.000,N2
63,23:10:34.000,N2
64,23:11:04.000,N2
65,23:11:34.000,N2
66,23:12:04.000,N2
67,23:12:34.000,N2
68,23:13:04.000,N2
69,23:13:34.000,N2
70,23:14:04.000,N2
71,23:14:34.000,N2
72,23:15:04.000,N2
73,23:15:34.000,N2
74,23:16:04.000,N2
75,23:16:34.000,N2
76,23:17:04.000,N3
77,23:17:34.000,N2
78,23:18:04.000,N2
79,23:18:34.000,N3
80,23:19:04.000,N3
81,23:19:34.000,N3
82,23:20:04.000,N3
83,23:20:34.000,W
84,23:21:04.000,N1
85,23:21:34.000,N2
86,23:22:04.000,N2
87,23:22:34.000,N2
88,23:23:04.000,N2
89,23:23:34.000,N2
90,23:24:04.000,N2
91,23:24:34.000,N2
92,23:25:04.000,N2
93,23:25:34.000,N2
94,23:26:04.000,N2
95,23:26:34.000,N2
96,23:27:04.000,N2
97,23:27:34.000,N3
98,23:28:04.000,N3
99,23:28:34.000,N3
100,23:29:04.000,N3
101,23:29:34.000,N3
102,23:30:04.000,N3
103,23:30:34.000,N3
104,23:31:04.000,N3
105,23:31:34.000,N3
106,23:32:04.000,N3
107,23:32:34.000,N3
108,23:33:04.000,N3
109,23:33:34.000,N3
110,23:34:04.000,N3
111,23:34:34.000,N3
112,23:35:04.000,N3
113,23:35:34.000,N3
114,23:36:04.000,N3
115,23:36:34.000,N3
116,23:37:04.000,N3
117,23:37:34.000,N3
118,23:38:04.000,N3
119,23:38:34.000,N3
120,23:39:04.000,N3
121,23:39:34.000,W
122,23:40:04.000,N1
123,23:40:34.000,N2
124,23:41:04.000,N2
125,23:41:34.000,N2
126,23:42:04.000,N2
127,23:42:34.000,N2
128,23:43:04.000,N2
129,23:43:34.000,N2
130,23:44:04.000,N2
131,23:44:34.000,N2
132,23:45:04.000,N2
133,23:45:34.000,N2
134,23:46:04.000,N1
135,23:46:34.000,N2
136,23:47:04.000,N1
137,23:47:34.000,N1
138,23:48:04.000,N2
139,23:48:34.000,W
140,23:49:04.000,W
141,23:49:34.000,W
142,23:50:04.000,W
143,23:50:34.000,W
144,23:51:04.000,N1
145,23:51:34.000,N1
146,23:52:04.000,N1
147,23:52:34.000,N2
148,23:53:04.000,N2
149,23:53:34.000,N2
150,23:54:04.000,N2
151,23:54:34.000,N2
152,23:55:04.000,N2
153,23:55:34.000,N2
154,23:56:04.000,N2
155,23:56:34.000,N2
156,23:57:04.000,N2
157,23:57:34.000,N2
158,23:58:04.000,N2
159,23:58:34.000,N2
160,23:59:04.000,N2
161,23:59:34.000,N2
162,00:00:04.000,N2
163,00:00:34.000,N2
164,00:01:04.000,N2
165,00:01:34.000,N2
166,00:02:04.000,N2
167,00:02:34.000,N2
168,00:03:04.000,R
169,00:03:34.000,R
170,00:04:04.000,R
171,00:04:34.000,R
172,00:05:04.000,R
173,00:05:34.000,R
174,00:06:04.000,R
175,00:06:34.000,R
176,00:07:04.000,R
177,00:07:34.000,R
178,00:08:04.000,N1
179,00:08:34.000,N1
180,00:09:04.000,N1
181,00:09:34.000,N2
182,00:10:04.000,N2
183,00:10:34.000,N2
184,00:11:04.000,N2
185,00:11:34.000,N2
186,00:12:04.000,N2
187,00:12:34.000,N2
188,00:13:04.000,N2
189,00:13:34.000,N2
190,00:14:04.000,N2
191,00:14:34.000,N2
192,00:15:04.000,N2
193,00:15:34.000,N2
194,00:16:04.000,N2
195,00:16:34.000,N2
196,00:17:04.000,N2
197,00:17:34.000,N2
198,00:18:04.000,N2
199,00:18:34.000,N2
200,00:19:04.000,N2
201,00:19:34.000,N2
202,00:20:04.000,N2
203,00:20:34.000,N2
204,00:21:04.000,N2
205,00:21:34.000,N2
206,00:22:04.000,N2
207,00:22:34.000,N2
208,00:23:04.000,N2
209,00:23:34.000,N3
210,00:24:04.000,N3
211,00:24:34.000,N3
212,00:25:04.000,N3
213,00:25:34.000,N3
214,00:26:04.000,N3
215,00:26:34.000,N3
216,00:27:04.000,N3
217,00:27:34.000,N3
218,00:28:04.000,N3
219,00:28:34.000,N3
220,00:29:04.000,N3
221,00:29:34.000,N3
222,00:30:04.000,N3
223,00:30:34.000,N3
224,00:31:04.000,N3
225,00:31:34.000,N3
226,00:32:04.000,N3
227,00:32:34.000,N3
228,00:33:04.000,W
229,00:33:34.000,W
230,00:34:04.000,W
231,00:34:34.000,W
232,00:35:04.000,W
233,00:35:34.000,N1
234,00:36:04.000,N2
235,00:36:34.000,N2
236,00:37:04.000,N2
237,00:37:34.000,N2
238,00:38:04.000,N2
239,00:38:34.000,N2
240,00:39:04.000,N2
241,00:39:34.000,N2
242,00:40:04.000,N2
243,00:40:34.000,N2
244,00:41:04.000,N2
245,00:41:34.000,N2
246,00:42:04.000,N2
247,00:42:34.000,N2
248,00:43:04.000,N2
249,00:43:34.000,N2
250,00:44:04.000,N1
251,00:44:34.000,N2
252,00:45:04.000,N2
253,00:45:34.000,N2
254,00:46:04.000,N2
255,00:46:34.000,N2
256,00:47:04.000,N2
257,00:47:34.000,N2
258,00:48:04.000,N2
259,00:48:34.000,N3
260,00:49:04.000,N1
261,00:49:34.000,N1
262,00:50:04.000,N2
263,00:50:34.000,N2
264,00:51:04.000,N2
265,00:51:34.000,N2
266,00:52:04.000,N2
267,00:52:34.000,N2
268,00:53:04.000,N2
269,00:53:34.000,N2
270,00:54:04.000,N2
271,00:54:34.000,N2
272,00:55:04.000,N2
273,00:55:34.000,N2
274,00:56:04.000,N2
275,00:56:34.000,N2
276,00:57:04.000,N2
277,00:57:34.000,N2
278,00:58:04.000,N2
279,00:58:34.000,N2
280,00:59:04.000,N2
281,00:59:34.000,N1
282,01:00:04.000,N2
283,01:00:34.000,N1
284,01:01:04.000,N2
285,01:01:34.000,N2
286,01:02:04.000,N2
287,01:02:34.000,N2
288,01:03:04.000,W
289,01:03:34.000,N1
290,01:04:04.000,N2
291,01:04:34.000,N2
292,01:05:04.000,N2
293,01:05:34.000,N2
294,01:06:04.000,N2
295,01:06:34.000,N2
296,01:07:04.000,N2
297,01:07:34.000,N2
298,01:08:04.000,N2
299,01:08:34.000,N2
300,01:09:04.000,N2
301,01:09:34.000,N2
302,01:10:04.000,N3
303,01:10:34.000,N3
304,01:11:04.000,N3
305,01:11:34.000,N3
306,01:12:04.000,N3
307,01:12:34.000,N3
308,01:13:04.000,N3
309,01:13:34.000,N3
310,01:14:04.000,N3
311,01:14:34.000,N3
312,01:15:04.000,N3
313,01:15:34.000,N3
314,01:16:04.000,N3
315,01:16:34.000,N3
316,01:17:04.000,N1
317,01:17:34.000,N2
318,01:18:04.000,N2
319,01:18:34.000,N2
320,01:19:04.000,N2
321,01:19:34.000,N2
322,01:20:04.000,N2
323,01:20:34.000,N2
324,01:21:04.000,N2
325,01:21:34.000,N1
326,01:22:04.000,N2
327,01:22:34.000,N1
328,01:23:04.000,N2
329,01:23:34.000,N2
330,01:24:04.000,N2
331,01:24:34.000,N2
332,01:25:04.000,N2
333,01:25:34.000,N2
334,01:26:04.000,N2
335,01:26:34.000,N2
336,01:27:04.000,N2
337,01:27:34.000,N1
338,01:28:04.000,N2
339,01:28:34.000,N2
340,01:29:04.000,R
341,01:29:34.000,R
342,01:30:04.000,R
343,01:30:34.000,R
344,01:31:04.000,R
345,01:31:34.000,R
346,01:32:04.000,R
347,01:32:34.000,R
348,01:33:04.000,R
349,01:33:34.000,R
350,01:34:04.000,R
351,01:34:34.000,R
352,01:35:04.000,R
353,01:35:34.000,R
354,01:36:04.000,R
355,01:36:34.000,R
356,01:37:04.000,R
357,01:37:34.000,W
358,01:38:04.000,W
359,01:38:34.000,W
360,01:39:04.000,W
361,01:39:34.000,W
362,01:40:04.000,W
363,01:40:34.000,W
364,01:41:04.000,W
365,01:41:34.000,W
366,01:42:04.000,W
367,01:42:34.000,W
368,01:43:04.000,N1
369,01:43:34.000,N1
370,01:44:04.000,W
371,01:44:34.000,N1
372,01:45:04.000,N1
373,01:45:34.000,N1
374,01:46:04.000,N2
375,01:46:34.000,N1
376,01:47:04.000,N2
377,01:47:34.000,N2
378,01:48:04.000,N2
379,01:48:34.000,N1
380,01:49:04.000,N1
381,01:49:34.000,N2
382,01:50:04.000,N1
383,01:50:34.000,N2
384,01:51:04.000,N2
385,01:51:34.000,N1
386,01:52:04.000,N2
387,01:52:34.000,N2
388,01:53:04.000,N2
389,01:53:34.000,N2
390,01:54:04.000,N2
391,01:54:34.000,N1
392,01:55:04.000,W
393,01:55:34.000,W
394,01:56:04.000,W
395,01:56:34.000,N1
396,01:57:04.000,N1
397,01:57:34.000,N2
398,01:58:04.000,N2
399,01:58:34.000,N2
400,01:59:04.000,N2
401,01:59:34.000,W
402,02:00:04.000,N1
403,02:00:34.000,N2
404,02:01:04.000,N1
405,02:01:34.000,N2
406,02:02:04.000,N2
407,02:02:34.000,N2
408,02:03:04.000,W
409,02:03:34.000,N1
410,02:04:04.000,N2
411,02:04:34.000,N2
412,02:05:04.000,N2
413,02:05:34.000,N2
414,02:06:04.000,N2
