position (epoch),absolute position (hh:mm:ss.ms),Default Staging Set ("stage")
1,21:26:00.000,W
2,21:26:30.000,W
3,21:27:00.000,N1
4,21:27:30.000,N1
5,21:28:00.000,N1
6,21:28:30.000,N1
7,21:29:00.000,N1
8,21:29:30.000,N1
9,21:30:00.000,N1
10,21:30:30.000,N1
11,21:31:00.000,N1
12,21:31:30.000,N1
13,21:32:00.000,N1
14,21:32:30.000,N2
15,21:33:00.000,N1
16,21:33:30.000,N1
17,21:34:00.000,N1
18,21:34:30.000,N2
19,21:35:00.000,N2
20,21:35:30.000,N2
21,21:36:00.000,N2
22,21:36:30.000,N1
23,21:37:00.000,N1
24,21:37:30.000,N1
25,21:38:00.000,N1
26,21:38:30.000,N1
27,21:39:00.000,N1
28,21:39:30.000,N2
29,21:40:00.000,N2
30,21:40:30.000,N1
31,21:41:00.000,N2
32,21:41:30.000,N2
33,21:42:00.000,N2
34,21:42:30.000,N1
35,21:43:00.000,N2
36,21:43:30.000,N1
37,21:44:00.000,N2
38,21:44:30.000,N1
39,21:45:00.000,N1
40,21:45:30.000,N2
41,21:46:00.000,N1
42,21:46:30.000,N2
43,21:47:00.000,N2
44,21:47:30.000,N2
45,21:48:00.000,N2
46,21:48:30.000,N2
47,21:49:00.000,N1
48,21:49:30.000,N2
49,21:50:00.000,N2
50,21:50:30.000,N2
51,21:51:00.000,N1
52,21:51:30.000,N2
53,21:52:00.000,N2
54,21:52:30.000,N2
55,21:53:00.000,N1
56,21:53:30.000,N1
57,21:54:00.000,N1
58,21:54:30.000,N1
59,21:55:00.000,N1
60,21:55:30.000,N1
61,21:56:00.000,N2
62,21:56:30.000,N1
63,21:57:00.000,N1
64,21:57:30.000,N1
65,21:58:00.000,N1
66,21:58:30.000,N1
67,21:59:00.000,N1
68,21:59:30.000,N2
69,22:00:00.000,N1
70,22:00:30.000,N2
71,22:01:00.000,N1
72,22:01:30.000,N1
73,22:02:00.000,N2
74,22:02:30.000,N1
75,22:03:00.000,N2
76,22:03:30.000,N1
77,22:04:00.000,N1
78,22:04:30.000,N2
79,22:05:00.000,N1
80,22:05:30.000,N2
81,22:06:00.000,N2
82,22:06:30.000,N1
83,22:07:00.000,N1
84,22:07:30.000,N1
85,22:08:00.000,N1
86,22:08:30.000,N2
87,22:09:00.000,N1
88,22:09:30.000,N2
89,22:10:00.000,N1
90,22:10:30.000,N1
91,22:11:00.000,N1
92,22:11:30.000,N1
93,22:12:00.000,N1
94,22:12:30.000,N2
95,22:13:00.000,N1
96,22:13:30.000,N2
97,22:14:00.000,N1
98,22:14:30.000,N1
99,22:15:00.000,N1
100,22:15:30.000,N1
101,22:16:00.000,N1
102,22:16:30.000,N2
103,22:17:00.000,N1
104,22:17:30.000,N2
105,22:18:00.000,N1
106,22:18:30.000,N2
107,22:19:00.000,N1
108,22:19:30.000,N1
109,22:20:00.000,N2
110,22:20:30.000,N1
111,22:21:00.000,N2
112,22:21:30.000,N1
113,22:22:00.000,N1
114,22:22:30.000,N1
115,22:23:00.000,N2
116,22:23:30.000,N1
117,22:24:00.000,N2
118,22:24:30.000,N1
119,22:25:00.000,N2
120,22:25:30.000,N2
121,22:26:00.000,N2
122,22:26:30.000,N1
123,22:27:00.000,N2
124,22:27:30.000,N1
125,22:28:00.000,N1
126,22:28:30.000,N1
127,22:29:00.000,N1
128,22:29:30.000,N1
129,22:30:00.000,N2
130,22:30:30.000,N1
131,22:31:00.000,N2
132,22:31:30.000,N2
133,22:32:00.000,N2
134,22:32:30.000,N1
135,22:33:00.000,N1
136,22:33:30.000,N1
137,22:34:00.000,N2
138,22:34:30.000,N1
139,22:35:00.000,N1
140,22:35:30.000,N2
141,22:36:00.000,N2
142,22:36:30.000,N2
143,22:37:00.000,N1
144,22:37:30.000,N1
145,22:38:00.000,N2
146,22:38:30.000,N2
147,22:39:00.000,N1
148,22:39:30.000,N1
149,22:40:00.000,N1
150,22:40:30.000,N1
151,22:41:00.000,N1
152,22:41:30.000,N1
153,22:42:00.000,N1
154,22:42:30.000,N1
155,22:43:00.000,N2
156,22:43:30.000,N1
157,22:44:00.000,N2
158,22:44:30.000,N1
159,22:45:00.000,N2
160,22:45:30.000,N1
161,22:46:00.000,N2
162,22:46:30.000,N1
163,22:47:00.000,N2
164,22:47:30.000,N1
165,22:48:00.000,N2
166,22:48:30.000,N2
