position (epoch),absolute position (hh:mm:ss.ms),Default Staging Set ("stage")
1,23:07:57.000,W
2,23:08:27.000,W
3,23:08:57.000,W
4,23:09:27.000,W
5,23:09:57.000,W
6,23:10:27.000,W
7,23:10:57.000,W
8,23:11:27.000,W
9,23:11:57.000,W
10,23:12:27.000,W
11,23:12:57.000,W
12,23:13:27.000,W
13,23:13:57.000,W
14,23:14:27.000,W
15,23:14:57.000,N1
16,23:15:27.000,N1
17,23:15:57.000,N1
18,23:16:27.000,N1
19,23:16:57.000,N1
20,23:17:27.000,N1
21,23:17:57.000,W
22,23:18:27.000,N1
23,23:18:57.000,W
24,23:19:27.000,W
25,23:19:57.000,W
26,23:20:27.000,W
27,23:20:57.000,N1
28,23:21:27.000,W
29,23:21:57.000,N1
30,23:22:27.000,N1
31,23:22:57.000,N1
32,23:23:27.000,W
33,23:23:57.000,W
34,23:24:27.000,W
35,23:24:57.000,N1
36,23:25:27.000,N1
37,23:25:57.000,N1
38,23:26:27.000,N1
39,23:26:57.000,N1
40,23:27:27.000,N1
41,23:27:57.000,N1
42,23:28:27.000,N2
43,23:28:57.000,N2
44,23:29:27.000,N2
45,23:29:57.000,N2
46,23:30:27.000,N1
47,23:30:57.000,N2
48,23:31:27.000,N2
49,23:31:57.000,N2
50,23:32:27.000,N2
51,23:32:57.000,N2
52,23:33:27.000,N2
53,23:33:57.000,N2
54,23:34:27.000,N2
55,23:34:57.000,N3
56,23:35:27.000,N3
57,23:35:57.000,N2
58,23:36:27.000,N3
59,23:36:57.000,N3
60,23:37:27.000,N3
61,23:37:57.000,N3
62,23:38:27.000,N3
63,23:38:57.000,N3
64,23:39:27.000,N3
65,23:39:57.000,N3
66,23:40:27.000,N3
67,23:40:57.000,N3
68,23:41:27.000,N3
69,23:41:57.000,N3
70,23:42:27.000,N3
71,23:42:57.000,N3
72,23:43:27.000,N3
73,23:43:57.000,N3
74,23:44:27.000,N3
75,23:44:57.000,N3
76,23:45:27.000,N3
77,23:45:57.000,N2
78,23:46:27.000,N2
79,23:46:57.000,N2
80,23:47:27.000,N1
81,23:47:57.000,N1
82,23:48:27.000,N1
83,23:48:57.000,N2
84,23:49:27.000,N2
85,23:49:57.000,N2
86,23:50:27.000,N1
87,23:50:57.000,N1
88,23:51:27.000,N2
89,23:51:57.000,N2
90,23:52:27.000,N2
91,23:52:57.000,N2
92,23:53:27.000,N2
93,23:53:57.000,N2
94,23:54:27.000,N2
95,23:54:57.000,N2
96,23:55:27.000,N2
97,23:55:57.000,N2
98,23:56:27.000,N3
99,23:56:57.000,N3
100,23:57:27.000,N3
101,23:57:57.000,N3
102,23:58:27.000,N3
103,23:58:57.000,N3
104,23:59:27.000,N3
105,23:59:57.000,N3
106,00:00:27.000,N3
107,00:00:57.000,N3
108,00:01:27.000,N2
109,00:01:57.000,N3
110,00:02:27.000,N2
111,00:02:57.000,N3
112,00:03:27.000,N2
