position (epoch),absolute position (hh:mm:ss.ms),Default Staging Set ("stage")
1,23:25:24.000,W
2,23:25:54.000,W
3,23:26:24.000,W
4,23:26:54.000,W
5,23:27:24.000,N1
6,23:27:54.000,W
7,23:28:24.000,W
8,23:28:54.000,W
9,23:29:24.000,N1
10,23:29:54.000,N1
11,23:30:24.000,N1
12,23:30:54.000,N2
13,23:31:24.000,N2
14,23:31:54.000,W
15,23:32:24.000,W
16,23:32:54.000,N1
17,23:33:24.000,W
18,23:33:54.000,N1
19,23:34:24.000,N1
20,23:34:54.000,N2
21,23:35:24.000,N2
22,23:35:54.000,N1
23,23:36:24.000,N2
24,23:36:54.000,N2
25,23:37:24.000,N2
26,23:37:54.000,N2
27,23:38:24.000,N1
28,23:38:54.000,N2
29,23:39:24.000,N2
30,23:39:54.000,N2
31,23:40:24.000,N2
32,23:40:54.000,N1
33,23:41:24.000,N2
34,23:41:54.000,N2
35,23:42:24.000,N2
36,23:42:54.000,N2
37,23:43:24.000,N2
38,23:43:54.000,N2
39,23:44:24.000,N2
40,23:44:54.000,N2
41,23:45:24.000,N2
42,23:45:54.000,N2
43,23:46:24.000,N2
44,23:46:54.000,N2
45,23:47:24.000,N2
46,23:47:54.000,N2
47,23:48:24.000,N2
48,23:48:54.000,N2
49,23:49:24.000,N2
50,23:49:54.000,N2
51,23:50:24.000,N2
52,23:50:54.000,N2
53,23:51:24.000,N2
54,23:51:54.000,N2
55,23:52:24.000,N2
56,23:52:54.000,N3
57,23:53:24.000,N3
58,23:53:54.000,N3
59,23:54:24.000,N3
60,23:54:54.000,N2
61,23:55:24.000,N2
62,23:55:54.000,N2
63,23:56:24.000,N2
64,23:56:54.000,N1
65,23:57:24.000,N1
66,23:57:54.000,N2
67,23:58:24.000,N2
68,23:58:54.000,N2
69,23:59:24.000,N2
70,23:59:54.000,W
71,00:00:24.000,W
72,00:00:54.000,N1
73,00:01:24.000,W
74,00:01:54.000,N1
75,00:02:24.000,N1
76,00:02:54.000,N2
77,00:03:24.000,N2
78,00:03:54.000,N2
79,00:04:24.000,N2
80,00:04:54.000,N2
81,00:05:24.000,N2
82,00:05:54.000,N2
83,00:06:24.000,N1
84,00:06:54.000,N2
85,00:07:24.000,N1
86,00:07:54.000,N1
87,00:08:24.000,N2
88,00:08:54.000,N2
89,00:09:24.000,N2
90,00:09:54.000,N2
91,00:10:24.000,N2
92,00:10:54.000,N2
93,00:11:24.000,N2
94,00:11:54.000,N1
95,00:12:24.000,N1
96,00:12:54.000,N2
97,00:13:24.000,N2
98,00:13:54.000,W
99,00:14:24.000,W
100,00:14:54.000,N1
101,00:15:24.000,N1
102,00:15:54.000,N1
103,00:16:24.000,N1
104,00:16:54.000,N2
105,00:17:24.000,N2
106,00:17:54.000,N2
107,00:18:24.000,N2
108,00:18:54.000,N2
109,00:19:24.000,N2
110,00:19:54.000,N2
111,00:20:24.000,N2
112,00:20:54.000,N3
113,00:21:24.000,N3
114,00:21:54.000,N3
115,00:22:24.000,N3
