position (epoch),absolute position (hh:mm:ss.ms),Default Staging Set ("stage")
1,21:07:51.000,W
2,21:08:21.000,W
3,21:08:51.000,W
4,21:09:21.000,W
5,21:09:51.000,W
6,21:10:21.000,W
7,21:10:51.000,W
8,21:11:21.000,W
9,21:11:51.000,W
10,21:12:21.000,W
11,21:12:51.000,W
12,21:13:21.000,W
13,21:13:51.000,W
14,21:14:21.000,W
15,21:14:51.000,W
16,21:15:21.000,W
17,21:15:51.000,W
18,21:16:21.000,W
19,21:16:51.000,W
20,21:17:21.000,W
21,21:17:51.000,W
22,21:18:21.000,W
23,21:18:51.000,W
24,21:19:21.000,W
25,21:19:51.000,W
26,21:20:21.000,W
27,21:20:51.000,W
28,21:21:21.000,W
29,21:21:51.000,W
30,21:22:21.000,W
31,21:22:51.000,W
32,21:23:21.000,W
33,21:23:51.000,W
34,21:24:21.000,W
35,21:24:51.000,W
36,21:25:21.000,W
37,21:25:51.000,W
38,21:26:21.000,N1
39,21:26:51.000,W
40,21:27:21.000,W
41,21:27:51.000,W
42,21:28:21.000,W
43,21:28:51.000,W
44,21:29:21.000,W
45,21:29:51.000,W
46,21:30:21.000,N1
47,21:30:51.000,N1
48,21:31:21.000,N1
49,21:31:51.000,N1
50,21:32:21.000,N1
51,21:32:51.000,W
52,21:33:21.000,W
53,21:33:51.000,W
54,21:34:21.000,W
55,21:34:51.000,W
56,21:35:21.000,W
57,21:35:51.000,W
58,21:36:21.000,W
59,21:36:51.000,W
60,21:37:21.000,N1
61,21:37:51.000,N1
62,21:38:21.000,N1
63,21:38:51.000,N1
64,21:39:21.000,N1
65,21:39:51.000,N1
66,21:40:21.000,N1
67,21:40:51.000,N1
68,21:41:21.000,N1
69,21:41:51.000,N1
70,21:42:21.000,N2
71,21:42:51.000,W
72,21:43:21.000,W
73,21:43:51.000,N1
74,21:44:21.000,N1
75,21:44:51.000,N1
76,21:45:21.000,N1
77,21:45:51.000,N1
78,21:46:21.000,N1
79,21:46:51.000,N2
80,21:47:21.000,N1
81,21:47:51.000,N1
82,21:48:21.000,N1
83,21:48:51.000,N2
84,21:49:21.000,N2
85,21:49:51.000,N2
86,21:50:21.000,N1
87,21:50:51.000,N2
88,21:51:21.000,N1
89,21:51:51.000,N2
90,21:52:21.000,N2
91,21:52:51.000,N1
92,21:53:21.000,N2
93,21:53:51.000,N1
94,21:54:21.000,N1
95,21:54:51.000,N2
96,21:55:21.000,N1
97,21:55:51.000,N2
98,21:56:21.000,N2
99,21:56:51.000,W
100,21:57:21.000,W
101,21:57:51.000,W
102,21:58:21.000,N1
103,21:58:51.000,W
104,21:59:21.000,W
105,21:59:51.000,W
106,22:00:21.000,W
107,22:00:51.000,W
108,22:01:21.000,W
109,22:01:51.000,W
110,22:02:21.000,W
111,22:02:51.000,W
112,22:03:21.000,W
113,22:03:51.000,W
114,22:04:21.000,W
115,22:04:51.000,W
116,22:05:21.000,N1
117,22:05:51.000,N1
118,22:06:21.000,N1
119,22:06:51.000,N1
120,22:07:21.000,N1
121,22:07:51.000,N1
122,22:08:21.000,W
123,22:08:51.000,W
124,22:09:21.000,W
125,22:09:51.000,N1
126,22:10:21.000,N1
127,22:10:51.000,N1
128,22:11:21.000,N1
129,22:11:51.000,N1
130,22:12:21.000,N2
131,22:12:51.000,N2
132,22:13:21.000,N1
133,22:13:51.000,N1
134,22:14:21.000,N2
135,22:14:51.000,N2
136,22:15:21.000,N1
137,22:15:51.000,N2
138,22:16:21.000,N1
139,22:16:51.000,N2
140,22:17:21.000,N2
141,22:17:51.000,N1
142,22:18:21.000,N2
143,22:18:51.000,N2
144,22:19:21.000,N2
145,22:19:51.000,N2
146,22:20:21.000,N2
147,22:20:51.000,N1
148,22:21:21.000,N2
149,22:21:51.000,N1
150,22:22:21.000,N2
151,22:22:51.000,N1
152,22:23:21.000,N2
153,22:23:51.000,N2
154,22:24:21.000,N2
155,22:24:51.000,N2
156,22:25:21.000,N1
157,22:25:51.000,N2
158,22:26:21.000,N2
159,22:26:51.000,N2
160,22:27:21.000,N1
161,22:27:51.000,N2
162,22:28:21.000,N2
163,22:28:51.000,N2
164,22:29:21.000,N2
165,22:29:51.000,N2
166,22:30:21.000,N1
167,22:30:51.000,N2
