position (epoch),absolute position (hh:mm:ss.ms),Default Staging Set ("stage")
1,22:38:03.000,W
2,22:38:33.000,W
3,22:39:03.000,W
4,22:39:33.000,W
5,22:40:03.000,W
6,22:40:33.000,W
7,22:41:03.000,W
8,22:41:33.000,W
9,22:42:03.000,W
10,22:42:33.000,W
11,22:43:03.000,W
12,22:43:33.000,W
13,22:44:03.000,W
14,22:44:33.000,W
15,22:45:03.000,W
16,22:45:33.000,W
17,22:46:03.000,W
18,22:46:33.000,W
19,22:47:03.000,W
20,22:47:33.000,W
21,22:48:03.000,W
22,22:48:33.000,W
23,22:49:03.000,W
24,22:49:33.000,W
25,22:50:03.000,W
26,22:50:33.000,W
27,22:51:03.000,W
28,22:51:33.000,W
29,22:52:03.000,W
30,22:52:33.000,W
31,22:53:03.000,W
32,22:53:33.000,W
33,22:54:03.000,W
34,22:54:33.000,W
35,22:55:03.000,W
36,22:55:33.000,W
37,22:56:03.000,W
38,22:56:33.000,W
39,22:57:03.000,W
40,22:57:33.000,N1
41,22:58:03.000,N1
42,22:58:33.000,N1
43,22:59:03.000,N1
44,22:59:33.000,N1
45,23:00:03.000,N1
46,23:00:33.000,N1
47,23:01:03.000,N1
48,23:01:33.000,N1
49,23:02:03.000,N1
50,23:02:33.000,N1
51,23:03:03.000,N1
52,23:03:33.000,N1
53,23:04:03.000,N2
54,23:04:33.000,N2
55,23:05:03.000,N2
56,23:05:33.000,N2
57,23:06:03.000,N2
58,23:06:33.000,N2
59,23:07:03.000,N1
60,23:07:33.000,N1
61,23:08:03.000,N1
62,23:08:33.000,N1
63,23:09:03.000,N1
64,23:09:33.000,N2
65,23:10:03.000,N2
66,23:10:33.000,N2
67,23:11:03.000,N2
68,23:11:33.000,N2
69,23:12:03.000,N2
70,23:12:33.000,N2
71,23:13:03.000,N2
72,23:13:33.000,N2
73,23:14:03.000,N2
74,23:14:33.000,N2
75,23:15:03.000,N2
76,23:15:33.000,N2
77,23:16:03.000,N2
78,23:16:33.000,N2
79,23:17:03.000,N2
80,23:17:33.000,N2
81,23:18:03.000,N2
82,23:18:33.000,N2
83,23:19:03.000,N2
84,23:19:33.000,N2
85,23:20:03.000,N2
86,23:20:33.000,N2
87,23:21:03.000,N2
88,23:21:33.000,N3
89,23:22:03.000,N3
90,23:22:33.000,N3
91,23:23:03.000,N3
92,23:23:33.000,N3
93,23:24:03.000,N3
94,23:24:33.000,N3
95,23:25:03.000,N3
96,23:25:33.000,N3
97,23:26:03.000,N3
98,23:26:33.000,N3
99,23:27:03.000,N3
100,23:27:33.000,N3
101,23:28:03.000,N3
102,23:28:33.000,N3
103,23:29:03.000,N3
104,23:29:33.000,N3
105,23:30:03.000,N3
106,23:30:33.000,N3
107,23:31:03.000,N3
108,23:31:33.000,N3
109,23:32:03.000,N3
110,23:32:33.000,N3
111,23:33:03.000,N3
112,23:33:33.000,N3
113,23:34:03.000,N3
114,23:34:33.000,N3
115,23:35:03.000,N3
116,23:35:33.000,N3
117,23:36:03.000,N3
118,23:36:33.000,N3
119,23:37:03.000,N3
120,23:37:33.000,N3
121,23:38:03.000,N3
122,23:38:33.000,N3
123,23:39:03.000,N3
124,23:39:33.000,N3
125,23:40:03.000,N3
126,23:40:33.000,N3
127,23:41:03.000,N3
128,23:41:33.000,N3
129,23:42:03.000,N3
130,23:42:33.000,N3
131,23:43:03.000,N3
132,23:43:33.000,W
133,23:44:03.000,W
134,23:44:33.000,N1
135,23:45:03.000,N1
136,23:45:33.000,N1
137,23:46:03.000,N1
138,23:46:33.000,N1
139,23:47:03.000,N1
140,23:47:33.000,N1
141,23:48:03.000,N2
142,23:48:33.000,N2
143,23:49:03.000,N2
144,23:49:33.000,N2
145,23:50:03.000,N2
146,23:50:33.000,N2
147,23:51:03.000,N2
148,23:51:33.000,N1
149,23:52:03.000,N1
150,23:52:33.000,N1
151,23:53:03.000,W
152,23:53:33.000,N1
153,23:54:03.000,N1
154,23:54:33.000,N1
155,23:55:03.000,N2
156,23:55:33.000,N2
157,23:56:03.000,N1
158,23:56:33.000,N2
159,23:57:03.000,N2
160,23:57:33.000,N2
161,23:58:03.000,N2
162,23:58:33.000,N2
163,23:59:03.000,N2
164,23:59:33.000,W
165,00:00:03.000,N1
166,00:00:33.000,N1
167,00:01:03.000,N2
168,00:01:33.000,N2
169,00:02:03.000,N2
